FACTORY,EffectiveDate,TEAM,STYLE,DefectName,Intensity,Quantity
CMCD,2023-07-31 00:00,T05,11 GEOUL2 GEO3593H3-WT23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,1
CMCD,2023-07-31 00:00,T05,11 GEOUL2 GEO3593H3-WT23,599.26-EXCLUSIVE OF FABRIC TRIMMING,Minor,1
CMCD,2023-07-31 00:00,T08,11 GEOUL2 GEO3614H3-WT23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,3
CMCD,2023-07-31 00:00,T11,11 GEOUL2 GEO3593H3-WT23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,1
CMCD,2023-07-31 00:00,T14,11 LINUL6 7092915G2-AW22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-07-31 00:00,TEAM 01,11 MnST52 8987H3-WT23,199.1 - LABEL DAMAGE,Critical,1
CMCG,2023-07-31 00:00,TEAM 01,11 MnST52 8987H3-WT23,501.1 - NON-INCLUSION,Critical,2
CMCG,2023-07-31 00:00,TEAM 11,11 DEC1SK 306354D3-SS23,103 - UPC INCORRECT/ MISSING,Critical,1
CMCG,2023-07-31 00:00,TEAM 01,11 MnST52 8987H3-WT23,507.1 - PLEATS,Major,1
CMCG,2023-07-31 00:00,TEAM 01,11 MnST52 8987H3-WT23,599.17 - SLANTED,Major,2
CMCG,2023-07-31 00:00,TEAM 03,11 MnST57 8576F3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-07-31 00:00,TEAM 03,11 MnST57 8576F3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-07-31 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.11 - SHAPE OUT,Major,1
CMCG,2023-07-31 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.21 - HIGH LOW,Major,1
CMCG,2023-07-31 00:00,TEAM 11,11 DEC1SK 306354D3-SS23,508.3 - ROPING,Major,4
CMCG,2023-07-31 00:00,TEAM 16,11 DEC1SK 330099SG3-AW23,508.2 - UNEVEN JOINTS,Major,2
CMCG,2023-07-31 00:00,TEAM 21,11 DEC1SK 306391D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-07-31 00:00,TEAM 21,11 DEC1SK 306391D3-SS23,509.1 - UNEVEN,Major,1
CMCG,2023-07-31 00:00,TEAM 01,11 MnST52 8987H3-WT23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-07-31 00:00,TEAM 02,11 DEC1SK 306417D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCG,2023-07-31 00:00,TEAM 03,11 MnST57 8576F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 04,11 OYSSL4 1320-254H3-WT23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 04,11 OYSSL4 1320-254H3-WT23,599.21 - HIGH LOW,Minor,1
CMCG,2023-07-31 00:00,TEAM 04,11 OYSSL4 1320-254H3-WT23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-07-31 00:00,TEAM 05,11 MnST52 7472H3-WT23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 05,11 MnST52 7472H3-WT23,599.21 - HIGH LOW,Minor,1
CMCG,2023-07-31 00:00,TEAM 06,11 DEC1SK 129944SG3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCG,2023-07-31 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-07-31 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,599.21 - HIGH LOW,Minor,1
CMCG,2023-07-31 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-07-31 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-07-31 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,599.24 - VISIBLE RUN STITCHES,Minor,1
CMCG,2023-07-31 00:00,TEAM 09,11 DEC1SK 304572D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 11,11 DEC1SK 306354D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-07-31 00:00,TEAM 12,11 DEC1SK 330099SG3-AW23,505 - POOR TRIMMING,Minor,1
CMCG,2023-07-31 00:00,TEAM 13,11 DEC1SK 306391D3-SS23,505 - POOR TRIMMING,Minor,2
CMCG,2023-07-31 00:00,TEAM 13,11 DEC1SK 306391D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-07-31 00:00,TEAM 14,11 DEC1SK 330099SG3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCG,2023-07-31 00:00,TEAM 14,11 DEC1SK 330099SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 16,11 DEC1SK 330099SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 17,11 MnST52 8947H3-WT23,302.2 - STAINED (DIRTY MARKS),Minor,2
CMCG,2023-07-31 00:00,TEAM 18,11 DEC1SK 335642D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-07-31 00:00,TEAM 18,11 DEC1SK 335642D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-07-31 00:00,TEAM 18,11 DEC1SK 335642D3-SS23,599.24 - VISIBLE RUN STITCHES,Minor,1
CMCG,2023-07-31 00:00,TEAM 19,11 NEXSK1 OG934EG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-07-31 00:00,TEAM 19,11 NEXSK1 OG934EG3-AW23,599.21 - HIGH LOW,Minor,1
CMCG,2023-07-31 00:00,TEAM 20,11 DEC1SK 306354D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 20,11 DEC1SK 306354D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-07-31 00:00,TEAM 20,11 DEC1SK 306354D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-07-31 00:00,TEAM 23,11 DEC1SK 306439D3-SS23,599.21 - HIGH LOW,Minor,1
CMCG,2023-07-31 00:00,TEAM 24,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-07-31 00:00,TEAM 24,11 DEC1SK 306391D3-SS23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-07-31 00:00,TEAM 26,11 DEC1SK 330099SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-07-31 00:00,TEAM 06,11 DEC1SK 340556SG3-AW23,501 - OPEN SEAM,Critical,1
CME,2023-07-31 00:00,TEAM 08,11 DEC1SK 340556SG3-AW23,501 - OPEN SEAM,Critical,2
CME,2023-07-31 00:00,TEAM 17,11 DEC1SK 340538SG3-AW23,501.1 - NON-INCLUSION,Critical,2
CME,2023-07-31 00:00,TEAM 02,11 DEC1SK 307912D3-SS23,501.4 - BROKEN STITCH,Major,1
CME,2023-07-31 00:00,TEAM 05,11 DEC1SK 112708D3-SS23,501.4 - BROKEN STITCH,Major,1
CME,2023-07-31 00:00,TEAM 05,11 DEC1SK 112708D3-SS23,508.2 - UNEVEN JOINTS,Major,1
CME,2023-07-31 00:00,TEAM 05,11 DEC1SK 112708D3-SS23,510 - INCORRECT GARMENT BALANCE (PRESENTATION OR FABRIC),Major,4
CME,2023-07-31 00:00,TEAM 05,11 DEC1SK 112708D3-SS23,599.2 - PUCKERING,Major,5
CME,2023-07-31 00:00,TEAM 09,11 DEC1SK 73114D3-SS23,501.4 - BROKEN STITCH,Major,2
CME,2023-07-31 00:00,TEAM 09,11 DEC1SK 73114D3-SS23,508.2 - UNEVEN JOINTS,Major,2
CME,2023-07-31 00:00,TEAM 12,11 DEC1SK 333276D3-SS23,599.19 - VISIBLE RUBBER,Major,1
CME,2023-07-31 00:00,TEAM 17,11 DEC1SK 340538SG3-AW23,501.4 - BROKEN STITCH,Major,2
CME,2023-07-31 00:00,TEAM 20,11 DEC1SK 340538SG3-AW23,507.1 - PLEATS,Major,1
CME,2023-07-31 00:00,TEAM 20,11 DEC1SK 340538SG3-AW23,599.3 - RAW EDGE,Major,1
CME,2023-07-31 00:00,TEAM 21,11 DEC1SK 340509SG3-AW23,507.1 - PLEATS,Major,1
CME,2023-07-31 00:00,TEAM 01,11 DEC1SK 340809D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-07-31 00:00,TEAM 01,11 DEC1SK 340809D3-SS23,599.15 - GATHERING,Minor,3
CME,2023-07-31 00:00,TEAM 01,11 DEC1SK 340809D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-07-31 00:00,TEAM 02,11 DEC1SK 307912D3-SS23,501.4 - BROKEN STITCH,Minor,1
CME,2023-07-31 00:00,TEAM 03,11 DEC1SK 340538SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,5
CME,2023-07-31 00:00,TEAM 05,11 DEC1SK 112708D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-07-31 00:00,TEAM 05,11 DEC1SK 112708D3-SS23,599.21 - HIGH LOW,Minor,2
CME,2023-07-31 00:00,TEAM 06,11 DEC1SK 340556SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-07-31 00:00,TEAM 06,11 DEC1SK 340556SG3-AW23,599.23 - LOOSE THREAD,Minor,1
CME,2023-07-31 00:00,TEAM 07,11 DEC1SK 340509SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-07-31 00:00,TEAM 07,11 DEC1SK 340509SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-07-31 00:00,TEAM 07,11 DEC1SK 340509SG3-AW23,599.23 - LOOSE THREAD,Minor,1
CME,2023-07-31 00:00,TEAM 08,11 DEC1SK 340556SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,5
CME,2023-07-31 00:00,TEAM 08,11 DEC1SK 340556SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-07-31 00:00,TEAM 09,11 DEC1SK 73114D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,3
CME,2023-07-31 00:00,TEAM 09,11 DEC1SK 73114D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CME,2023-07-31 00:00,TEAM 10,11 DEC1SK 112708D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-07-31 00:00,TEAM 10,11 DEC1SK 112708D3-SS23,599.21 - HIGH LOW,Minor,1
CME,2023-07-31 00:00,TEAM 11,11 DEC1SK 327463D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-07-31 00:00,TEAM 11,11 DEC1SK 327463SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,5
CME,2023-07-31 00:00,TEAM 12,11 DEC1SK 333276D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,4
CME,2023-07-31 00:00,TEAM 13,11 DEC1SK 340538SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-07-31 00:00,TEAM 15,11 DEC1SK 345914G3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,1
CME,2023-07-31 00:00,TEAM 15,11 DEC1SK 328257SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-07-31 00:00,TEAM 15,11 DEC1SK 345914G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-07-31 00:00,TEAM 15,11 DEC1SK 345914G3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-07-31 00:00,TEAM 16,11 DEC1SK 340509SG3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,2
CME,2023-07-31 00:00,TEAM 16,11 DEC1SK 340509SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,5
CME,2023-07-31 00:00,TEAM 16,11 DEC1SK 340509SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CME,2023-07-31 00:00,TEAM 17,11 DEC1SK 340538SG3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,2
CME,2023-07-31 00:00,TEAM 17,11 DEC1SK 340538SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-07-31 00:00,TEAM 18,11 DEC1SK 340509SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CME,2023-07-31 00:00,TEAM 18,11 DEC1SK 340509SG3-AW23,599.22 - NUMBERING STICKERS,Minor,2
CME,2023-07-31 00:00,TEAM 19,11 DEC1SK 303231SD3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-07-31 00:00,TEAM 20,11 DEC1SK 340538SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CME,2023-07-31 00:00,TEAM 20,11 DEC1SK 340538SG3-AW23,599.15 - GATHERING,Minor,1
CME,2023-07-31 00:00,TEAM 21,11 DEC1SK 340509SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMGM,2023-07-31 00:00,TEAM 01,11 DEC1SK 346267G3-AW23,599.3 - RAW EDGE,Major,3
CMGM,2023-07-31 00:00,TEAM 02,11 DEC1SK 345933SG3-AW23,599.3 - RAW EDGE,Major,1
CMGM,2023-07-31 00:00,TEAM 03,11 DEC1SK 340556SG3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-07-31 00:00,TEAM 06,11 DEC1SK 345933SG3-AW23,501.4 - BROKEN STITCH,Major,1
CMGM,2023-07-31 00:00,TEAM 06,11 DEC1SK 345933SG3-AW23,507.1 - PLEATS,Major,1
CMGM,2023-07-31 00:00,TEAM 08,11 DEC1SK 346267G3-AW23,599.11 - SHAPE OUT,Major,1
CMGM,2023-07-31 00:00,TEAM 10,11 DEC1SK 121265SG3-AW23,414 - SHADING WITHIN PRODUCT OUTSIDE SPECIFICATION,Major,1
CMGM,2023-07-31 00:00,TEAM 11,11 DEC1SK 121265G3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMGM,2023-07-31 00:00,TEAM 11,11 DEC1SK 121265G3-AW23,599.17 - SLANTED,Major,1
CMGM,2023-07-31 00:00,TEAM 12,11 DEC1SK 121265G3-AW23,599.17 - SLANTED,Major,1
CMGM,2023-07-31 00:00,TEAM 12,11 DEC1SK 121265G3-AW23,599.8 - BAR TACK DAMAGE,Major,1
CMGM,2023-07-31 00:00,TEAM 01,11 DEC1SK 346267G3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMGM,2023-07-31 00:00,TEAM 02,11 DEC1SK 345933SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMGM,2023-07-31 00:00,TEAM 04,11 DEC1SK 330099SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMGM,2023-07-31 00:00,TEAM 05,11 DEC1SK 121265G3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,3
CMGM,2023-07-31 00:00,TEAM 08,11 DEC1SK 346267G3-AW23,599.23 - LOOSE THREAD,Minor,1
CMGM,2023-07-31 00:00,TEAM 10,11 DEC1SK 121265SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMGM,2023-07-31 00:00,TEAM 11,11 DEC1SK 121265G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMPK,2023-07-31 00:00,T14,11 DEC1SK 330190SG3-AW23,"M+ - CRITICAL MEASUREMENTS OUT OF TOLERANCE, TOO BIG",Critical,3
CMPK,2023-07-31 00:00,T04,11 DEC1SK 121265SG3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMPK,2023-07-31 00:00,T04,11 DEC1SK 121265SG3-AW23,509.2 - FLIPPING UP,Major,5
CMPK,2023-07-31 00:00,T04,11 DEC1SK 121265SG3-AW23,599.16 - VISIBLE UNDER PART,Major,2
CMPK,2023-07-31 00:00,T04,11 DEC1SK 121265SG3-AW23,599.17 - SLANTED,Major,3
CMPK,2023-07-31 00:00,T06,11 DEC1SK 330190SG3-AW23,501.4 - BROKEN STITCH,Major,1
CMPK,2023-07-31 00:00,T06,11 DEC1SK 330190SG3-AW23,503 - SEAM POSITION INCORRECT,Major,3
CMPK,2023-07-31 00:00,T06,11 DEC1SK 330190SG3-AW23,507.1 - PLEATS,Major,1
CMPK,2023-07-31 00:00,T06,11 DEC1SK 330190SG3-AW23,508.2 - UNEVEN JOINTS,Major,2
CMPK,2023-07-31 00:00,T06,11 DEC1SK 330190SG3-AW23,509.1 - UNEVEN,Major,10
CMPK,2023-07-31 00:00,T06,11 DEC1SK 330190SG3-AW23,599.3 - RAW EDGE,Major,9
CMPK,2023-07-31 00:00,T07,11 DEC1SK 330190SG3-AW23,508.2 - UNEVEN JOINTS,Major,1
CMPK,2023-07-31 00:00,T07,11 DEC1SK 330190SG3-AW23,509.1 - UNEVEN,Major,3
CMPK,2023-07-31 00:00,T07,11 DEC1SK 330190SG3-AW23,599.24 - VISIBLE RUN STITCHES,Major,1
CMPK,2023-07-31 00:00,T07,11 DEC1SK 330190SG3-AW23,599.5 - SLIP STITCH,Major,1
CMPK,2023-07-31 00:00,T14,11 DEC1SK 330190SG3-AW23,599.14 - WAVINESS,Major,6
CMPK,2023-07-31 00:00,T06,11 DEC1SK 330190SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMPK,2023-07-31 00:00,T07,11 DEC1SK 330190SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMPK,2023-07-31 00:00,T13,11 DEC1SK 340154D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMPK,2023-07-31 00:00,T13,11 DEC1SK 340154D3-SS23,599.22 - NUMBERING STICKERS,Minor,2
CMW,2023-07-31 00:00,TEAM 09,11 OYSUL4 0101-021G3-AW23,199.1 - LABEL DAMAGE,Critical,1
CMW,2023-07-31 00:00,TEAM 09,11 OYSUL4 0101-021G3-AW23,401.1 - CUT DAMAGE,Critical,1
CMW,2023-07-31 00:00,TEAM 09,11 OYSUL4 0101-021G3-AW23,599.2 - PUCKERING,Major,4
CMW,2023-07-31 00:00,TEAM 09,11 OYSUL4 0101-021G3-AW23,599.3 - RAW EDGE,Major,1
CMW,2023-07-31 00:00,TEAM 01,11 OYSUL4 0192-021G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMW,2023-07-31 00:00,TEAM 02,11 MnST32 5856C4-SP24,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-07-31 00:00,TEAM 04,11 OYSUL4 0159-021G3-AW23,302.1 - SOILED,Minor,1
CMW,2023-07-31 00:00,TEAM 04,11 OYSUL4 0159-021G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMW,2023-07-31 00:00,TEAM 07,11 OYSUL4 0192-021G3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-07-31 00:00,TEAM 07,11 OYSUL4 0192-021G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,3
CMW,2023-07-31 00:00,TEAM 08,11 OYSUL4 0006-021G3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-07-31 00:00,TEAM 08,11 OYSUL4 0006-021G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,6
CMW,2023-07-31 00:00,TEAM 08,11 OYSUL4 0006-021G3-AW23,599.21 - HIGH LOW,Minor,1
CMW,2023-07-31 00:00,TEAM 09,11 OYSUL4 0101-021G3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,4
CMW,2023-07-31 00:00,TEAM 09,11 OYSUL4 0101-510G3-AW23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-07-31 00:00,TEAM 10,11 QUNULQ QW10H2-WT22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-07-31 00:00,TEAM 11,11 OYSUL4 6159-510G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMW,2023-07-31 00:00,TEAM 13,11 NBRULB OY204G3-AW23,500 - UNCUT THREAD MORE THAN 2MM,Minor,1
CMW,2023-07-31 00:00,TEAM 14,11 MnST33 2106E3-SU23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMW,2023-07-31 00:00,TEAM 15,11 NBRULB OY207G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-08-02 00:00,SERIYUNKA3,11 MnST52 8960FH3-WT23,599.23 - LOOSE THREAD,Minor,2
CMCD,2023-08-02 00:00,SERIYUNKA4,11 LINUL6 6898048G2-AW22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-08-02 00:00,SERIYUNKA4,11 LINUL6 7188110G2-AW22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-08-02 00:00,T01,11 NEXUL1 U54198G3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-08-02 00:00,T01,11 NEXUL1 U54198G3-AW23,599.23 - LOOSE THREAD,Minor,1
CMCD,2023-08-02 00:00,T02,11 GEOUL2 GEO3613H3-WT23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-08-02 00:00,T03,11 GEOUL2 GEO3624H3-WT23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-08-02 00:00,T04,11 GEOUL2 GEO3624H3-WT23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCD,2023-08-02 00:00,T04,11 GEOUL2 GEO3624H3-WT23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCD,2023-08-02 00:00,T05,11 GEOUL2 GEO3593H3-WT23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCD,2023-08-02 00:00,T07,11 GEOUL2 GEO3612H3-WT23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,2
CMCD,2023-08-02 00:00,T08,11 GEOUL2 GEO3614H3-WT23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,3
CMCD,2023-08-02 00:00,T11,11 GEOUL2 GEO3593H3-WT23,500 - UNCUT THREAD MORE THAN 2MM MAJOR,Minor,2
CMCD,2023-08-02 00:00,T14,11 LINUL6 7092915G2-AW22,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,105 - SIZE INDICATORS INCORRECT,Critical,1
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.14 - WAVINESS,Major,1
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.21 - HIGH LOW,Major,2
CMCG,2023-08-02 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,412 - PRINTING OR DYEING FAULTS,Major,6
CMCG,2023-08-02 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,505 - POOR TRIMMING,Major,2
CMCG,2023-08-02 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-08-02 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,599.16 - VISIBLE UNDER PART,Major,2
CMCG,2023-08-02 00:00,TEAM 06,11 DEC1SK 129944G3-AW23,599.2 - PUCKERING,Major,2
CMCG,2023-08-02 00:00,TEAM 07,11 DEC1SK 110426D3-SS23,599.21 - HIGH LOW,Major,1
CMCG,2023-08-02 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,501.4 - BROKEN STITCH,Major,7
CMCG,2023-08-02 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,599.19 - VISIBLE RUBBER,Major,1
CMCG,2023-08-02 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,599.3 - RAW EDGE,Major,1
CMCG,2023-08-02 00:00,TEAM 09,11 NEXLK1 M56340C3-SP23,302.1 - SOILED,Major,1
CMCG,2023-08-02 00:00,TEAM 09,11 NEXLK1 M56340C3-SP23,509.1 - UNEVEN,Major,1
CMCG,2023-08-02 00:00,TEAM 10,11 NEXLK1 M56340C3-SP23,501.4 - BROKEN STITCH,Major,1
CMCG,2023-08-02 00:00,TEAM 10,11 NEXLK1 M56340C3-SP23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-08-02 00:00,TEAM 21,11 DEC1SK 306391D3-SS23,500 - UNCUT THREAD MORE THAN 2MM,Major,1
CMCG,2023-08-02 00:00,TEAM 21,11 DEC1SK 306391D3-SS23,508.2 - UNEVEN JOINTS,Major,1
CMCG,2023-08-02 00:00,SERIYUNKA1,11 DEC1SK 340197D3-SS23,599.21 - HIGH LOW,Minor,1
CMCG,2023-08-02 00:00,TEAM 01,11 MnST52 8987H3-WT23,599.15 - GATHERING,Minor,1
CMCG,2023-08-02 00:00,TEAM 01,11 MnST52 8987H3-WT23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-08-02 00:00,TEAM 02,11 DEC1SK 306417D3-SS23,302.2 - STAINED (DIRTY MARKS),Minor,1
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.23 - LOOSE THREAD,Minor,1
CMCG,2023-08-02 00:00,TEAM 03,11 MnST57 8576F3-AU23,599.24 - VISIBLE RUN STITCHES,Minor,1
CMCG,2023-08-02 00:00,TEAM 05,11 MnST52 7472H3-WT23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
CMCG,2023-08-02 00:00,TEAM 05,11 MnST52 7472H3-WT23,599.21 - HIGH LOW,Minor,1
CMCG,2023-08-02 00:00,TEAM 08,11 DEC1SK 306391D3-SS23,599.23 - LOOSE THREAD,Minor,4
CMCG,2023-08-02 00:00,TEAM 09,11 NEXLK1 M56340C3-SP23,599.21 - HIGH LOW,Minor,1
CMCG,2023-08-02 00:00,TEAM 10,11 NEXLK1 M56340C3-SP23,599.21 - HIGH LOW,Minor,2
CMCG,2023-08-02 00:00,TEAM 11,11 DEC1SK 306354D3-SS23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-08-02 00:00,TEAM 12,11 DEC1SK 330099SG3-AW23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,1
CMCG,2023-08-02 00:00,TEAM 12,11 DEC1SK 330099SG3-AW23,505 - POOR TRIMMING,Minor,1
CMCG,2023-08-02 00:00,TEAM 12,11 DEC1SK 330099SG3-AW23,599.22 - NUMBERING STICKERS,Minor,1
CMCG,2023-08-02 00:00,TEAM 13,11 DEC1SK 306391D3-SS23,500.1 - UNCUT THREAD LESS THAN 2MM,Minor,2
